"","Year","IcesDivision","species","LiveWtTonnes","LiveWtTonnesInclU10","MeanPricePerKgLiveWt","YearFact"
"1134",2011,"VIIId","Mix Boxes",0.0819,0.0819,3.08571428571429,"2011"
"1135",2011,"VIIId","Nephrops",2.264,2.264,3.62641784452297,"2011"
"1136",2011,"VIIId","Sole Black",0.03328,0.03328,8.43269230769231,"2011"
"1137",2011,"VIIj","Alfonsino",0.565,0.565,3,"2011"
"1138",2011,"VIIj","Blue ling",0.70434,0.70434,1.07692307692308,"2011"
"1139",2011,"VIIg","Pelagic Shark",1.877,1.877,1.14954714970698,"2011"
"1140",2011,"VIIg","Red Mullet",2.03,2.03,3.58031705271984,"2011"
"1141",2011,"VIIg","Sprat",188.25,188.25,0.181450199203187,"2011"
"1142",2011,"VIIh","Lemon Sole",2.64569,2.64569,3.50675702746731,"2011"
"1143",2011,"VIIf","Pollack",2.766552,2.766552,1.57873844409937,"2011"
"1144",2011,"VIIf","Sole Black",0.46799,0.46799,11.7781057306443,"2011"
"1145",2011,"VIIg","Conger eel",10.03375,10.03375,1.05460470910676,"2011"
"1146",2011,"VIIb","Lemon Sole",6.41781,6.41781,2.46110277493413,"2011"
"1147",2011,"VIIb","Lobster",49.9405,49.9405,12.519729357936,"2011"
"1148",2011,"VIIb","Mackerel",5823.67875,5823.67875,1.00614783315552,"2011"
"1149",2011,"VIIb","Mullet",0.047,0.047,2.51063829787234,"2011"
"1150",2011,"VIIb","Redfish",0.279,0.279,1,"2011"
"1151",2011,"VIIb","Spiny Lobsters",2.90984,2.90984,33.5726345778462,"2011"
"1152",2011,"VIIc","Brill",0.0021,0.0021,5.59047619047619,"2011"
"1153",2011,"VIIc","Conger eel",0.933,0.933,1.76409431939979,"2011"
"1154",2011,"VIIc","Pollack",1.47786,1.47786,1.55790128970268,"2011"
"1155",2011,"VIIf","Crab",42.3,42.3,1.67,"2011"
"1156",2011,"VIIf","Demersal shark",16.34,16.34,0.424932680538556,"2011"
"1157",2011,"VIIf","Herring",0.304,0.304,0.31,"2011"
"1158",2011,"VIIf","John dory",0.88479,0.88479,4.92968953084913,"2011"
"1159",2011,"VIIf","Nephrops",8.56,8.56,4.74796962616822,"2011"
"1160",2012,"IIb","Wolffish",3.1337,3.1337,1.55423728813559,"2012"
"1161",2012,"IVa","Herring",10.48,10.48,0.48,"2012"
"1162",2012,"IVa","Mackerel",20425.89,20425.89,0.633820511759419,"2012"
"1163",2012,"IVb","Crab",1287.638,1287.638,1.90275943210292,"2012"
"1164",2012,"VIa","Boarfish",125.083,125.083,0.0896940431553448,"2012"
"1165",2012,"VIa","Horse Mackerel",29271.8807,29271.8807,0.537452665141194,"2012"
"1166",2011,"VIIj","Tusk",0.0456,0.0456,0.614035087719298,"2011"
"1167",2012,"VIb","Gurnard",0.104,0.104,1.4,"2012"
"1168",2011,"VIIj","Sea Bream",0.001,0.001,3.5,"2011"
"1169",2011,"VIIj","Pandalus",0.298,0.298,13.23,"2011"
"1170",2011,"VIIj","Redfish",2.295,2.295,1,"2011"
"1171",2011,"VIIk","Lemon Sole",0.0294,0.0294,0.895238095238095,"2011"
"1172",2011,"VIIk","Skates and rays",0.43585,0.43585,1.45898818400826,"2011"
"1173",2011,"VIIk","Swordfish",1.852,1.852,4.25542116630669,"2011"
"1174",2011,"VIIk","Turbot",0.6867,0.6867,10.1823503713412,"2011"
"1175",2012,"I","Nephrops",2.799,2.799,10.17,"2012"
"1176",2012,"I","Sprat",10,10,0.18,"2012"
"1177",2012,"I","Tuna",79.7,79.7,2.23,"2012"
"1178",2012,"Ia","Scallop",0.646,0.646,2.98366834170854,"2012"
"1179",2012,"Ib","Redfish",1.588,1.588,1,"2012"
"1180",2012,"Ib","Wolffish",0.44486,0.44486,1.55423728813559,"2012"
"1181",2012,"IIb","Cod",152.8509,152.8509,2.57264957264957,"2012"
"1182",2012,"VIb","Blue Whiting",1657.932,1657.932,0.04,"2012"
"1183",2012,"VIb","Conger eel",0.30875,0.30875,1.11047773279352,"2012"
"1184",2012,"VIb","Hake",0.1665,0.1665,1.87387387387387,"2012"
"1185",2012,"VIb","Nephrops",0.036,0.036,8.51,"2012"
"1186",2012,"VIb","Octopus",4.274,4.274,1.55,"2012"
"1187",2012,"VIa","Herring",7192.95976,7192.95976,0.495907347241096,"2012"
"1188",2012,"VIa","Lobster",12.2576,12.2576,7.61593623547839,"2012"
"1189",2012,"VIa","Mackerel",29526.86714,29526.86714,1.00175304475606,"2012"
"1190",2012,"VIa","Mullet",0.14542,0.14542,1.82230779810205,"2012"
"1191",2012,"VIa","Pandalus",0.024,0.024,5.92,"2012"
"1192",2011,"VIIk","Mix Boxes",0.21105,0.21105,2.76763800047382,"2011"
"1193",2011,"VIIk","Saithe",0.1428,0.1428,1.10084033613445,"2011"
"1194",2012,"I","Cod",0.35802,0.35802,1.70940170940171,"2012"
"1195",2012,"I","Squid",0.029,0.029,4.04,"2012"
"1196",2012,"IIa","Herring",4801.767,4801.767,0.45318282451643,"2012"
"1197",2012,"IIa","Redfish",2.505,2.505,1,"2012"
"1198",2011,"VIIh","Brill",0.073357,0.073357,6.11926605504587,"2011"
"1199",2011,"VIIh","Conger eel",11.969,11.969,1.8297201102849,"2011"
"1200",2011,"VIIj","Conger eel",16.49906,16.49906,1.73833581758974,"2011"
"1201",2011,"VIIj","Rabbit Fish",0.099,0.099,0.580357142857143,"2011"
"1202",2011,"VIIj","Red Mullet",3.263,3.263,3.22289842267591,"2011"
"1203",2011,"VIIj","Whelk",0.004,0.004,0.7,"2011"
"1204",2011,"VIIk","Forkbeard",0.08658,0.08658,1.17117117117117,"2011"
"1205",2011,"VIId","Scallop",4.788,4.788,5.07,"2011"
"1206",2011,"VIIc","Redfish",0.229,0.229,1,"2011"
"1207",2011,"VIIc","Whiting",0.35208,0.35208,1.23665076119064,"2011"
"1208",2011,"VIIb","Razor Shell",38.692,38.692,2.7109198283883,"2011"
"1209",2011,"VIIb","Red Mullet",0.052,0.052,2.88074468085106,"2011"
"1210",2011,"VIIb","Saithe",266.851755,266.851755,1.22806579227499,"2011"
"1211",2011,"VIIb","Shrimp",15.441,15.441,19.5995647950262,"2011"
"1212",2011,"VIIc","Cod",1.6804,1.6804,2.1557982226454,"2011"
"1213",2011,"VIIg","European Pilchard",696.915,696.915,0.12327574221948,"2011"
"1214",2011,"VIIg","Gadiformes nei",0.12,0.12,2.2,"2011"
"1215",2011,"VIIf","Gurnard",2.368,2.368,1.19145922128065,"2011"
"1216",2011,"VIIf","Ling",2.04268,2.04268,1.04528854250299,"2011"
"1217",2011,"VIIf","Monkfish",10.468765,10.468765,3.45818919423638,"2011"
"1218",2011,"VIIf","Scallop",171.21,171.21,8.52715869400152,"2011"
"1219",2011,"VIIf","Squid",0.045,0.045,3.05,"2011"
"1220",2011,"VIIh","Mix Boxes",0.391125,0.391125,3.05311601150527,"2011"
"1221",2011,"VIIh","Pollack",2.27214,2.27214,1.9663048931844,"2011"
"1222",2011,"VIIIc","Monkfish",0.061,0.061,3.02459016393443,"2011"
"1223",2011,"VIIId","Haddock",0.44343,0.44343,1.18803418803419,"2011"
"1224",2011,"VIIId","Megrim",0.1484,0.1484,1.77358490566038,"2011"
"1225",2011,"VIIId","Monkfish",0.34282,0.34282,2.89344262295082,"2011"
"1226",2011,"VIIId","Witch",0.1113,0.1113,1.31132075471698,"2011"
"1227",2011,"VIIg","Pandalus",1.8515,1.8515,9.34158520118823,"2011"
"1228",2011,"VIIg","Pouting",0.132,0.132,1,"2011"
"1229",2011,"VIIg","Sea Bream",0.092,0.092,8.22,"2011"
"1230",2012,"VIIk","Ling",7.125375,7.125375,1.34154353218098,"2012"
"1231",2012,"VIIj","Sprat",1554.416,1554.416,0.155009469794444,"2012"
"1232",2012,"VIIk","Bluemouth",0.128,0.128,3.58946428571429,"2012"
"1233",2012,"VIIj","Conger eel",13.862163,13.862163,1.4743984684606,"2012"
"1234",2012,"VIIj","Cuttlefish",0.488,0.488,2.98258196721311,"2012"
"1235",2012,"VIIj","Forkbeard",0.40404,0.40404,0.900900900900901,"2012"
"1236",2012,"VIIj","Pelagic Shark",0.312,0.312,1.39692307692308,"2012"
"1237",2012,"VIIj","Red Mullet",3.007,3.007,3.26788160957765,"2012"
"1238",2012,"VIIg","European Pilchard",0.079,0.079,0.12,"2012"
"1239",2012,"VIIh","Conger eel",7.2525,7.2525,1.21641968286798,"2012"
"1240",2012,"VIIh","Cuttlefish",1.208,1.208,3.21355960264901,"2012"
"1241",2012,"VIIh","Hake",26.409995,26.409995,1.7464345147283,"2012"
"1242",2012,"VIIh","Red Mullet",0.136,0.136,2,"2012"
"1243",2012,"VIIIa","Boarfish",93.074,93.074,0.103074989566875,"2012"
"1244",2012,"VIIId","Cod",0.62478,0.62478,1.66666666666667,"2012"
"1245",2012,"VIIId","Haddock",2.0358,2.0358,1.29059829059829,"2012"
"1246",2012,"VIIId","Megrim",1.45962,1.45962,2.55660377358491,"2012"
"1247",2012,"VIIId","Monkfish",1.6043,1.6043,2.9016393442623,"2012"
"1248",2012,"VIIId","Skates and rays",0.0391,0.0391,1.49565217391304,"2012"
"1249",2012,"VIIId","Witch",0.66356,0.66356,1.91509433962264,"2012"
"1250",2012,"VIId","Scallop",266.548,266.548,2.21489532842115,"2012"
"1251",2012,"VIIe","Cuttlefish",20.7,20.7,3.02714285714286,"2012"
"1252",2012,"VIIe","Hake",0.23088,0.23088,1.86486486486486,"2012"
"1253",2012,"VIIe","Ling",1.23462,1.23462,1.10526315789474,"2012"
"1254",2012,"VIIf","Cod",0.56745,0.56745,1.871354304344,"2012"
"1255",2012,"VIIf","Megrim",0.66356,0.66356,2.95656760503948,"2012"
"1256",2012,"VIIb","Razor Shell",33.436,33.436,2.03,"2012"
"1257",2012,"VIIb","Red Mullet",0.05,0.05,3.58048780487805,"2012"
"1258",2012,"VIIc","Skates and rays",5.658538,5.658538,1.56698805635205,"2012"
"1259",2012,"VIIf","Scallop",17.714,17.714,14.47,"2012"
"1260",2012,"VIIf","Witch",0.07314,0.07314,1.76469783975937,"2012"
"1261",2012,"VIIg","Deepwater Shark",2.085,2.085,2.65548839058257,"2012"
"1262",2012,"VIIa","Octopus",0.16,0.16,1.9,"2012"
"1263",2012,"VIIa","Tuna",28,28,2.23,"2012"
"1264",2012,"VIIb","Blue Whiting",425.94,425.94,0.04,"2012"
"1265",2012,"VIIb","Bluemouth",4.2321,4.2321,1.38953431672649,"2012"
"1266",2012,"VIIb","Scallop",2.232,2.232,3,"2012"
"1267",2012,"VIIb","Shrimp",9.334,9.334,17.8188016323217,"2012"
"1268",2012,"VIIb","Sprat",23.2,23.2,0.18,"2012"
"1269",2012,"VIIb","Squid",21.5585,21.5585,3.46023312119318,"2012"
"1270",2012,"VIIc","Blue ling",0.04095,0.04095,0.854700854700855,"2012"
"1271",2012,"VIIc","Demersal shark",0.045,0.045,0.91,"2012"
"1272",2012,"VIIc","Lemon Sole",0.273,0.273,3.0029304029304,"2012"
"1273",2012,"VIIc","Lobster",0.025,0.025,9.34322314049587,"2012"
"1274",2013,"IIa","Saithe",0.04165,0.04165,0.999726035215442,"2013"
"1275",2013,"IIb","Cod",331.0386,331.0386,2.30886943853418,"2013"
"1276",2013,"IIb","G/land Halibut",0.60882,0.60882,4.5,"2013"
"1277",2012,"VIIj","Pandalus",1.246,1.246,6.24267255216693,"2012"
"1278",2013,"IVa","Herring",221.177,221.177,0.25,"2013"
"1279",2013,"IVb","Crab",1148.874,1148.874,1.77359424967403,"2013"
"1280",2013,"VIa","Boarfish",537.742,537.742,0.103792737568786,"2013"
"1281",2013,"VIa","Horse Mackerel",19978.542,19978.542,0.626252087326031,"2013"
"1282",2012,"VIIk","Crab",0.01,0.01,1.23,"2012"
"1283",2012,"VIIk","Haddock",1.61928,1.61928,1.34188034188034,"2012"
"1284",2012,"VIIk","Herring",131.31664,131.31664,0.797200034968912,"2012"
"1285",2013,"VIb","Squid",15.697,15.697,4.79859888301374,"2013"
"1286",2013,"VIb","Whiting",0.29138,0.29138,0.862893815635939,"2013"
"1287",2013,"VIb","Witch",42.90716,42.90716,2.61737929669899,"2013"
"1288",2013,"VIb","Wolffish",0.06254,0.06254,1.27118644067797,"2013"
"1289",2013,"VIb","Cod",1.76787,1.76787,2.8545594415879,"2013"
"1290",2013,"VIb","Gurnard",4.10932,4.10932,1.4486898075594,"2013"
"1291",2013,"VIa","Rabbit Fish",0.089,0.089,0.580357142857143,"2013"
"1292",2013,"VIa","Rockling",0.4,0.4,1,"2013"
"1293",2013,"VIIc","Hake",30.673217,30.673217,2.11848671739266,"2013"
"1294",2013,"VIIc","Blue Whiting",6813.031,6813.031,0.105,"2013"
"1295",2013,"VIIc","Conger eel",0.59125,0.59125,0.614714587737843,"2013"
"1296",2013,"VIIe","Haddock",0.034925,0.034925,1.29912670007158,"2013"
"1297",2013,"VIIe","Lemon Sole",0.260505,0.260505,2.36128471198459,"2013"
"1298",2013,"VIIe","Skates and rays",0.2373,0.2373,1.48596072116583,"2013"
"1299",2013,"VIIe","Turbot",0.025833,0.025833,8.70158350209109,"2013"
"1300",2013,"VIIf","Brill",0.22781,0.22781,5.43255344365919,"2013"
"1301",2013,"VIIf","John dory",0.05989,0.05989,6.1688094840541,"2013"
"1302",2013,"VIIf","Nephrops",2.225,2.225,8.14472359550562,"2013"
"1303",2013,"VIIf","Plaice",0.03959,0.03959,1.83797116871921,"2013"
"1304",2013,"VIIf","Pollack",0.04095,0.04095,2.29059829059829,"2013"
"1305",2013,"VIIf","Sole Black",0.32344,0.32344,11.5197563690329,"2013"
"1306",2013,"VIIa","Pandalus",5.4675,5.4675,5,"2013"
"1307",2013,"VIIa","Sand Sole",0.05085,0.05085,3.72133726647001,"2013"
"1308",2013,"VIIa","Squid",16.33134,16.33134,4.58600590444317,"2013"
"1309",2013,"VIIb","Clam",32.904,32.904,2.2,"2013"
"1310",2013,"VIIb","Demersal shark",17.2941,17.2941,0.679452009644908,"2013"
"1311",2013,"VIIb","Mora",0.48,0.48,1.55,"2013"
"1312",2013,"VIIb","Mullet",1.34922,1.34922,3.18220898000326,"2013"
"1313",2013,"VIIb","Nephrops",1406.72542,1406.72542,5.59255594949961,"2013"
"1314",2012,"VIIk","Lemon Sole",0.1491,0.1491,2.45492957746479,"2012"
"1315",2012,"VIIk","Lobster",0.001,0.001,11.63,"2012"
"1316",2012,"VIIk","Nephrops",505.57,505.57,7.3042297756835,"2012"
"1317",2012,"VIIk","Plaice",0.24102,0.24102,1.79188449091362,"2012"
"1318",2012,"VIIk","Skates and rays",0.637388,0.637388,1.24051205858912,"2012"
"1319",2012,"VIIk","Sole Black",0.12168,0.12168,8.78238001314924,"2012"
"1320",2012,"VIIk","Spiny Lobsters",0.004,0.004,32,"2012"
"1321",2012,"VIIg","Sprat",1077.75,1077.75,0.159684527951751,"2012"
"1322",2012,"VIIg","Whelk",0.111,0.111,1.2,"2012"
"1323",2012,"VIIh","Demersal shark",0.16,0.16,0.8,"2012"
"1324",2012,"VIIg","Pelagic Shark",2.821,2.821,1.19509393831974,"2012"
"1325",2012,"VIIh","Whiting",5.83092,5.83092,1.17739645287536,"2012"
"1326",2012,"VIIIa","Herring",2,2,0.42,"2012"
"1327",2012,"VIIIb","Nephrops",3.609,3.609,7.84361041839845,"2012"
"1328",2012,"VIIId","John dory",0.1243,0.1243,5.06194690265487,"2012"
"1329",2012,"VIIId","Nephrops",0.428,0.428,6,"2012"
"1330",2012,"VIIId","Pollack",0.07839,0.07839,1.71794871794872,"2012"
"1331",2012,"VIIId","Sole Black",0.02704,0.02704,8.90384615384615,"2012"
"1332",2012,"VIIc","Blue Whiting",934.376,934.376,0.04,"2012"
"1333",2012,"VIIc","Bluemouth",0.944,0.944,3.48853107344633,"2012"
"1334",2012,"VIIc","Brill",0.1744,0.1744,4.28440366972477,"2012"
"1335",2012,"VIIc","Conger eel",1.141751,1.141751,1.31133320662736,"2012"
"1336",2012,"VIIc","Forkbeard",1.324366,1.324366,0.742551417055406,"2012"
"1337",2012,"VIIc","Mix Boxes",0.25095,0.25095,1.76162582187687,"2012"
"1338",2012,"VIIc","Saithe",15.0297,15.0297,1.07980412117341,"2012"
"1339",2012,"VIIe","Lemon Sole",0.4074,0.4074,2.46366194767201,"2012"
"1340",2012,"VIIe","Skates and rays",0.4294,0.4294,1.62964166090486,"2012"
"1341",2012,"VIIe","Turbot",0.01962,0.01962,8.25316532448602,"2012"
"1342",2012,"VIIf","Crab",4.75,4.75,1.46522739458932,"2012"
"1343",2012,"VIIf","Haddock",0.64294,0.64294,1.67191339782872,"2012"
"1344",2012,"VIIf","Nephrops",3.863,3.863,4.23377168004142,"2012"
"1345",2012,"VIIf","Plaice",0.03885,0.03885,2.36190476190476,"2012"
"1346",2012,"VIIf","Sole Black",0.06344,0.06344,12.4161412358134,"2012"
"1347",2012,"VIIb","Herring",108.026,108.026,0.45318282451643,"2012"
"1348",2012,"VIIb","Lobster",54.2649,54.2649,7.90624538588699,"2012"
"1349",2012,"VIIb","Mackerel",8182.3952,8182.3952,1.05244947512799,"2012"
"1350",2012,"VIIb","Clam",35.188,35.188,2.2,"2012"
"1351",2012,"VIIb","Crab",657.002,657.002,1.39624782533355,"2012"
"1352",2012,"VIIb","Demersal shark",18.4395,18.4395,0.596832072453158,"2012"
"1353",2012,"VIIa","Sand Sole",0.081,0.081,7.03703703703704,"2012"
"1354",2012,"VIb","Squid",17.2325,17.2325,4.4656587842739,"2012"
"1355",2013,"VIIc","John dory",0.324366,0.324366,4.04488139940684,"2013"
"1356",2013,"VIIc","Plaice",0.039858,0.039858,2.14950574539616,"2013"
"1357",2013,"VIIc","Whiting",0.69346,0.69346,1.33730856862689,"2013"
"1358",2013,"VIId","Scallop",488.474,488.474,1.97,"2013"
"1359",2013,"VIIe","Brill",0.0436,0.0436,5.40712242819903,"2013"
"1360",2013,"VIIe","Monkfish",0.66884,0.66884,2.92622950819672,"2013"
"1361",2013,"VIIe","Nephrops",0.193,0.193,4.32,"2013"
"1362",2013,"VIIe","Pollack",0.11349,0.11349,1.63247863247863,"2013"
"1363",2013,"VIIe","Squid",4.0215,4.0215,4.20310020876827,"2013"
"1364",2013,"VIIe","Witch",0.05088,0.05088,1.82075471698113,"2013"
"1365",2013,"VIIf","Cuttlefish",0.28,0.28,2.15,"2013"
"1366",2013,"VIIf","Demersal shark",0.32,0.32,0.8,"2013"
"1367",2013,"VIIf","Ling",0.44802,0.44802,1.15771617338512,"2013"
"1368",2013,"VIIf","Skates and rays",0.7704,0.7704,1.69470404984424,"2013"
"1369",2013,"VIa","Sprat",486.607,486.607,0.46070833341896,"2013"
"1370",2013,"VIa","Squid",13.155,13.155,3.40776569910029,"2013"
"1371",2013,"VIa","Sand Sole",0.03842,0.03842,1.2212389380531,"2013"
"1372",2013,"VIa","Mullet",0.12882,0.12882,1.32743362831858,"2013"
"1373",2013,"VIa","Nephrops",4.8554,4.8554,5.56538246076533,"2013"
"1374",2012,"VIIk","Conger eel",0.388688,0.388688,1.55830640513728,"2012"
"1375",2012,"VIIk","Tuna",2154.1072,2154.1072,2.26683743780254,"2012"
"1376",2012,"VIIk","Whiting",2.63358,2.63358,1.01276968992778,"2012"
"1377",2013,"IIb","Redfish",0.806,0.806,1,"2013"
"1378",2013,"IIb","Saithe",0.20825,0.20825,0.999726035215442,"2013"
"1379",2013,"IVa","Mackerel",13523.407,13523.407,0.809636779689692,"2013"
"1380",2013,"VIa","Demersal shark",103.024,103.024,0.949262113682249,"2013"
"1381",2013,"VIa","Gurnard",9.4776,9.4776,1.61108930530936,"2013"
"1382",2013,"VIa","Mackerel",30844.12625,30844.12625,0.784986108499468,"2013"
"1383",2013,"VIIId","Spiny Lobsters",0.007,0.007,27.4,"2013"
"1384",2013,"VIIIe","Plaice",0.03317,0.03317,2.02803738317757,"2013"
"1385",2013,"VIIj","Boarfish",27003.38772,27003.38772,0.106410670870694,"2013"
"1386",2013,"VIIj","Dab",0.06438,0.06438,1.37837837837838,"2013"
"1387",2013,"VIIj","Gurnard",9.33284,9.33284,0.993883498978143,"2013"
"1388",2013,"VIIh","Nephrops",257.15827,257.15827,5.55103988452738,"2013"
"1389",2013,"VIIh","Octopus",1.651,1.651,1.30308240316114,"2013"
"1390",2013,"VIIh","Pollack",3.979275,3.979275,1.84488413971111,"2013"
"1391",2013,"VIIg","Pandalus",1.736,1.736,13.3453554970375,"2013"
"1392",2013,"VIIg","Sand gaper",0.019,0.019,3.8,"2013"
"1393",2013,"VIIh","Boarfish",11354.71,11354.71,0.1,"2013"
"1394",2013,"VIIh","Brill",0.14388,0.14388,5.53266611064776,"2013"
"1395",2013,"VIIh","Gurnard",2.6464,2.6464,1.47321428571429,"2013"
"1396",2013,"VIIh","Herring",148.106,148.106,0.25,"2013"
"1397",2013,"VIb","Lobster",0.06,0.06,11.13,"2013"
"1398",2013,"VIIa","Conger eel",5.10205,5.10205,0.930616438490411,"2013"
"1399",2013,"VIIb","Sprat",236.612,236.612,0.170018595844674,"2013"
"1400",2013,"VIIb","Tusk",1.12518,1.12518,1.02676016281839,"2013"
"1401",2013,"VIIId","Boarfish",270,270,0.1,"2013"
"1402",2013,"VIIj","Mora",2.1105,2.1105,1.55,"2013"
"1403",2013,"VIIj","Scorpianfishes nei",0.176,0.176,0.545454545454545,"2013"
"1404",2013,"VIIk","Haddock",0.36463,0.36463,1.49511126800434,"2013"
"1405",2013,"VIIk","John dory",0.0213,0.0213,4.1830985915493,"2013"
"1406",2013,"VIIk","Mora",0.2,0.2,1.55,"2013"
"1407",2013,"VIIh","Lemon Sole",4.254705,4.254705,2.55469339517188,"2013"
"1408",2013,"VIIh","Skates and rays",14.328352,14.328352,1.31299430595833,"2013"
"1409",2013,"VIIg","Sprat",277.26,277.26,0.185495563730794,"2013"
"1410",2013,"VIIg","Whelk",0.05,0.05,1.19118083003953,"2013"
"1411",2013,"VIIh","Demersal shark",0.52,0.52,0.9,"2013"
"1412",2013,"VIIc","Mix Boxes",20.3086,20.3086,1.27315821634091,"2013"
"1413",2013,"VIIb","Herring",9.579,9.579,0.293160037582211,"2013"
"1414",2013,"VIIg","Pelagic Shark",1.809,1.809,1.20784964068546,"2013"
"1415",2013,"VIIg","Red Mullet",1.0525,1.0525,3.87388123515439,"2013"
"1416",2013,"VIIk","Swordfish",2.10717,2.10717,5.63552062719192,"2013"
"1417",2013,"VIIk","Tuna",1717.29,1717.29,2.21981202941844,"2013"
"1418",2014,"IIa","Blue Whiting",32.23,32.23,0.123846153846154,"2014"
"1419",2014,"IVa","Herring",68.469,68.469,0.312606142925996,"2014"
"1420",2014,"IVc","Whiting",0.0472,0.0472,1.27966101694915,"2014"
"1421",2014,"VIa","Boarfish",191.706,191.706,0.108824084796511,"2014"
"1422",2014,"VIa","Horse Mackerel",15871.204,15871.204,0.62693625196929,"2014"
"1423",2014,"VIa","Scallop",77.547,77.547,1.65827992664409,"2014"
"1424",2012,"VIIh","Cod",36.350385,36.350385,1.96975692712572,"2012"
"1425",2012,"VIIh","Horse Mackerel",45,45,0.547228915662651,"2012"
"1426",2012,"VIIh","John dory",8.190212,8.190212,4.45855047323923,"2012"
"1427",2012,"VIIh","Plaice",5.86482,5.86482,2.00790895868034,"2012"
"1428",2012,"VIIh","Scallop",2.137,2.137,2.98366834170854,"2012"
"1429",2012,"VIIIa","Nephrops",2.331,2.331,7.17,"2012"
"1430",2012,"VIIId","Crab",0.33,0.33,3.3,"2012"
"1431",2012,"VIIId","Ling",0.13566,0.13566,1.14912280701754,"2012"
"1432",2012,"VIIId","Whiting",0.7021,0.7021,1.16101694915254,"2012"
"1433",2012,"VIIIe","Tuna",202.96,202.96,2.24227335435554,"2012"
"1434",2012,"VIIj","Halibut",0.035,0.035,6.3,"2012"
"1435",2012,"VIIj","Tuna",1077.29283,1077.29283,2.24607620938125,"2012"
"1436",2012,"VIIk","Argentine",0.12,0.12,0.1,"2012"
"1437",2010,"VIIk","Swordfish",0.79,0.79,4.42854430379747,"2010"
"1438",2010,"VIIj","Redfish",6.784,6.784,1,"2010"
"1439",2010,"VIIj","Sand Sole",0.234,0.234,1.9,"2010"
"1440",2010,"VIIg","Wrasse",0.1455,0.1455,0.7,"2010"
"1441",2010,"VIIh","Demersal shark",0.6,0.6,0.946666666666667,"2010"
"1442",2010,"VIIh","Horse Mackerel",472.66,472.66,0.190095205856218,"2010"
"1443",2010,"VIIh","Mackerel",13.82,13.82,0.33,"2010"
"1444",2010,"VIIh","Mix Boxes",0.52815,0.52815,1.46869260626716,"2010"
"1445",2010,"VIIh","Plaice",0.32655,0.32655,1.94071352013474,"2010"
"1446",2010,"VIIh","Skates and rays",2.48162,2.48162,1.26496616611141,"2010"
"1447",2010,"VIIIe","Tuna",0.02,0.02,3,"2010"
"1448",2010,"VIIj","Sea Bream",0.081,0.081,3.5,"2010"
"1449",2010,"VIIj","Tusk",0.10283,0.10283,0.353982300884956,"2010"
"1450",2010,"VIIj","Wrasse",0.09,0.09,0.7,"2010"
"1451",2010,"VIIk","Argentine",0.18,0.18,0.1,"2010"
"1452",2010,"VIIk","Haddock",1.2586,1.2586,1.44011600190688,"2010"
"1453",2010,"VIIk","Lemon Sole",0.06968,0.06968,1.71799655568312,"2010"
"1454",2010,"VIIk","Mackerel",0.8,0.8,0.9,"2010"
"1455",2010,"VIIk","Redfish",0.114,0.114,1,"2010"
"1456",2010,"VIIIa","Mackerel",285.36,285.36,0.811875,"2010"
"1457",2010,"VIIId","Tuna",94.027,94.027,2.33752932668276,"2010"
"1458",2010,"VIIj","Alfonsino",0.183,0.183,3,"2010"
"1459",2010,"VIIj","Boarfish",73688.31422,73688.31422,0.118816565861971,"2010"
"1460",2010,"VIIj","Horse Mackerel",4521.766,4521.766,0.365949918718668,"2010"
"1461",2010,"VIIf","Lobster",0.292,0.292,11.5004683648316,"2010"
"1462",2010,"VIIf","Nephrops",1.029,1.029,4.60845481049563,"2010"
"1463",2010,"VIIf","Plaice",0.11865,0.11865,2.73021491782554,"2010"
"1464",2010,"VIIf","Skates and rays",1.90095,1.90095,1.60463452484284,"2010"
"1465",2010,"VIIb","Redfish",9.03384,9.03384,0.990276560133897,"2010"
"1466",2010,"VIIc","Brill",0.05775,0.05775,4.97523809523809,"2010"
"1467",2010,"VIIc","Conger eel",2.19775,2.19775,0.896498388503394,"2010"
"1468",2010,"VIIc","John dory",1.827832,1.827832,4.33396887678955,"2010"
"1469",2010,"VIIc","Nephrops",161.4849,161.4849,4.95559985484711,"2010"
"1470",2010,"VIIc","Plaice",0.1302,0.1302,1.73333333333333,"2010"
"1471",2010,"VIIc","Pollack",2.52168,2.52168,1.71841391453317,"2010"
"1472",2010,"VIIc","Sole Black",0.096075,0.096075,9.57231329690346,"2010"
"1473",2010,"VIIf","Crab",24.85,24.85,1.67,"2010"
"1474",2010,"VIIf","Demersal shark",2.524,2.524,0.875118858954041,"2010"
"1475",2010,"VIIf","John dory",0.269505,0.269505,5.19708354204931,"2010"
"1476",2010,"VIIf","Turbot",0.489825,0.489825,9.95758689327821,"2010"
"1477",2010,"VIIg","Octopus",0.948,0.948,1.42286919831224,"2010"
"1478",2010,"VIIg","Tuna",0.154,0.154,3.5,"2010"
"1479",2010,"VIIh","Cod",12.753794,12.753794,2.23250615986636,"2010"
"1480",2010,"VIIh","Monkfish",46.237872,46.237872,3.27994071895194,"2010"
"1481",2010,"VIIh","Pandalus",0.09,0.09,3.94,"2010"
"1482",2010,"VIIh","Redfish",0.06,0.06,0.818452380952381,"2010"
"1483",2010,"VIIh","Whiting",0.577456,0.577456,1.15164099082874,"2010"
"1484",2011,"VIIb","Sand Sole",0.27798,0.27798,1.38053097345133,"2011"
