"","Year","IcesDivision","species","LiveWtTonnes","LiveWtTonnesInclU10","MeanPricePerKgLiveWt","YearFact"
"1",2011,"VIIg","Hake",761.081064000001,761.081063999998,1.90029287759654,"2011"
"2",2008,"VIIa","Nephrops",3213.18686,3213.18686,3.16935168364495,"2008"
"3",2009,"VIIg","Monkfish",1231.468102,1231.468102,3.31626737423245,"2009"
"4",2013,"VIIb","Whiting",755.269087,755.269087,1.10101910314096,"2013"
"5",2009,"VIIg","Megrim",1013.555617,1013.555617,2.59263933968021,"2009"
"6",2009,"VIIg","Ling",204.452051,204.452051,1.16851030063659,"2009"
"7",2014,"VIIb","Whiting",846.412487,846.412487,1.14876858320735,"2014"
"8",2012,"VIIb","Haddock",240.238623,240.238623,1.18950810844755,"2012"
"9",2011,"VIIk","Tuna",2823.66449,2823.66449,2.2602632610222,"2011"
"10",2017,"VIIg","Scallop",1081.30962,1081.30962,2.04237910747525,"2017"
"11",2013,"VIa","Monkfish",342.239274,342.239274,3.84811953266566,"2013"
"12",2017,"VIIh","Monkfish",188.415612,188.415612,3.11069101144225,"2017"
"13",2014,"VIIb","Megrim",203.299358,203.299358,2.73701587557213,"2014"
"14",2008,"VIIb","Megrim",165.674174,165.674174,2.68997938158578,"2008"
"15",2009,"VIIg","Cod",612.457415,612.457415,2.33502986160519,"2009"
"16",2008,"VIb","Haddock",721.058747,721.058747,1.68315033310316,"2008"
"17",2013,"VIIb","Megrim",180.053258,180.053258,2.52227847804947,"2013"
"18",2011,"VIIg","Saithe",265.236258,265.236258,0.876368610207131,"2011"
"19",2017,"VIb","Squid",1539.9338,1539.9338,5.12365042397125,"2017"
"20",2010,"VIIb","Haddock",245.103674,245.103674,1.32693524410409,"2010"
"21",2010,"VIa","Haddock",396.105264,396.105264,1.40397942297935,"2010"
"22",2010,"VIa","Megrim",318.393863,318.393863,3.5948492408599,"2010"
"23",2011,"VIIg","Lemon Sole",266.425594,266.425594,2.55171487053408,"2011"
"24",2016,"VIIh","Megrim",201.039773,201.039773,3.27761006796887,"2016"
"25",2016,"VIIh","Monkfish",176.103221,176.103221,3.13416681253086,"2016"
"26",2017,"VIa","Haddock",640.947344,640.947344,1.9505786437895,"2017"
"27",2015,"VIIk","Monkfish",300.211454,300.211454,3.2224557836717,"2015"
"28",2013,"VIIk","Nephrops",537.77794,537.77794,8.74880582810816,"2013"
"29",2012,"VIIb","Skates and rays",130.127803,130.127803,1.50115024517873,"2012"
"30",2013,"VIa","Megrim",202.585282,202.585282,3.28017190113544,"2013"
"31",2013,"VIa","Hake",195.606913,195.606913,2.34634620249848,"2013"
"32",2011,"VIIk","Monkfish",189.886676,189.886676,3.09013137560058,"2011"
"33",2012,"VIa","Hake",232.862759,232.862759,2.36534762157118,"2012"
"34",2013,"VIIb","Skates and rays",107.850519,107.850519,1.45778609543711,"2013"
"35",2012,"VIa","Saithe",340.76499,340.76499,1.36159370534108,"2012"
"36",2009,"VIIg","Saithe",76.300611,76.300611,0.872450748352023,"2009"
"37",2008,"VIb","Saithe",207.821305,207.821305,0.835422034810146,"2008"
"38",2008,"VIb","Megrim",67.625135,67.625135,4.14601186230534,"2008"
"39",2009,"VIa","Megrim",188.393,188.393,3.7747758940088,"2009"
"40",2010,"VIIc","Monkfish",216.181708,216.181708,3.52952930631325,"2010"
"41",2009,"VIIc","Monkfish",168.094771,168.094771,3.47940157501559,"2009"
"42",2009,"VIIb","Hake",174.371347,174.371347,1.81627247809801,"2009"
"43",2009,"VIa","Haddock",296.819623,296.819623,1.4210664849986,"2009"
"44",2009,"VIa","Monkfish",328.655024,328.655024,3.65954051148653,"2009"
"45",2009,"VIIg","John dory",92.938519,92.9385189999999,4.16080264942446,"2009"
"46",2014,"VIIb","Haddock",298.218178,298.218178,1.52091945515139,"2014"
"47",2016,"VIa","Megrim",409.767274,409.767274,3.75285839037828,"2016"
"48",2016,"VIIc","Monkfish",188.504203,188.504203,3.56448189458131,"2016"
"49",2015,"VIb","Megrim",255.64656,255.64656,3.61794506446713,"2015"
"50",2017,"VIIc","Monkfish",152.260026,152.260026,3.31394057523347,"2017"
"51",2017,"VIIa","Cockle",440.5848,440.5848,1.2,"2017"
"52",2012,"VIIb","Turbot",25.754003,25.7540029999999,7.61886406718187,"2012"
"53",2011,"VIIg","Turbot",70.376572,70.3765719999999,9.4934779171696,"2011"
"54",2012,"VIIk","Hake",53.232722,53.232722,1.86510418992369,"2012"
"55",2011,"VIIh","Monkfish",89.835182,89.835182,3.73951394596713,"2011"
"56",2008,"VIIk","Hake",93.478016,93.4780159999999,2.36334002102138,"2008"
"57",2009,"VIIb","Pollack",69.3626620000001,69.362662,1.54853310498872,"2009"
"58",2014,"VIIh","Monkfish",121.878414,121.878414,3.16770352520832,"2014"
"59",2008,"VIIb","Sole Black",31.239308,31.239308,11.1845900419026,"2008"
"60",2008,"VIIg","Gurnard",104.843489,104.843489,0.941944743725392,"2008"
"61",2009,"VIIg","Plaice",61.3078840000001,61.3078840000001,2.03442219769657,"2009"
"62",2008,"VIIa","Sole Black",66.371979,66.3719789999999,12.2550818136926,"2008"
"63",2009,"VIb","Monkfish",90.5176,90.5176,3.16938805271019,"2009"
"64",2010,"VIIk","Monkfish",151.658786,151.658786,3.15697865055264,"2010"
"65",2011,"VIIb","Megrim",155.823843,155.823843,2.81847076585415,"2011"
"66",2013,"VIIc","Monkfish",127.785788,127.785788,3.23228449550557,"2013"
"67",2012,"VIa","Megrim",213.773465,213.773465,3.69501709484851,"2012"
"68",2012,"VIIb","Ling",32.138483,32.138483,1.39415772823335,"2012"
"69",2011,"VIIh","Megrim",124.735973,124.735973,4.05553323731853,"2011"
"70",2013,"VIIb","Pollack",51.059734,51.059734,1.81600343824744,"2013"
"71",2015,"VIIc","Megrim",82.197186,82.197186,3.7297590290642,"2015"
"72",2015,"IIb","Cod",248.78529,248.78529,2.51478803467909,"2015"
"73",2015,"VIb","Haddock",190.07884,190.07884,1.89096922673779,"2015"
"74",2016,"VIa","Skates and rays",121.836253,121.836253,1.66212112046814,"2016"
"75",2016,"VIb","Monkfish",159.499018,159.499018,3.53227588402159,"2016"
"76",2015,"VIIk","Hake",101.320888,101.320888,2.58810717568812,"2015"
"77",2014,"VIIc","Megrim",73.51131,73.51131,3.66994225581147,"2014"
"78",2017,"VIa","Hake",212.118969,212.118969,2.80554098519434,"2017"
"79",2017,"VIa","Skates and rays",134.054025,134.054025,1.59955060655583,"2017"
"80",2016,"VIIh","Cod",58.134936,58.134936,2.35059755261287,"2016"
"81",2017,"VIIk","Monkfish",221.502487,221.502487,2.92552550571801,"2017"
"82",2017,"VIIh","Hake",67.463161,67.4631609999999,2.63389802010207,"2017"
"83",2009,"VIIg","Sole Black",25.083059,25.083059,9.5533311858395,"2009"
"84",2009,"VIa","Cod",24.446664,24.446664,2.62477547038729,"2009"
"85",2012,"VIIa","Whiting",57.539835,57.539835,1.1215390225167,"2012"
"86",2010,"VIIb","Turbot",25.438017,25.438017,7.48387114114617,"2010"
"87",2016,"VIIc","Megrim",63.584712,63.584712,3.72786764417847,"2016"
"88",2016,"VIIc","Hake",61.534812,61.534812,2.9055530950381,"2016"
"89",2015,"VIIh","Haddock",52.155678,52.1556779999999,1.61284765708442,"2015"
"90",2013,"VIIh","Cod",63.306957,63.306957,2.24571963783989,"2013"
"91",2014,"VIa","Witch",30.382918,30.382918,1.81461400119633,"2014"
"92",2012,"VIIa","Mix Boxes",17.14321,17.14321,2.14634018633538,"2012"
"93",2012,"VIIb","John dory",23.095993,23.095993,3.83798265307571,"2012"
"94",2012,"VIIb","Witch",30.969331,30.969331,1.68995621829868,"2012"
"95",2012,"VIa","Skates and rays",105.512734,105.512734,1.52106705528074,"2012"
"96",2011,"VIIb","Plaice",16.14025,16.14025,1.61992391959166,"2011"
"97",2011,"VIb","Haddock",123.47279,123.47279,1.78643375597166,"2011"
"98",2011,"VIIb","Cod",34.207214,34.207214,2.51246706249328,"2011"
"99",2011,"VIIb","Pollack",78.56977,78.56977,1.99423226770296,"2011"
"100",2013,"VIIh","Monkfish",79.315634,79.315634,3.21964518370317,"2013"
"101",2013,"VIa","Pollack",34.921058,34.921058,2.01797073273095,"2013"
"102",2013,"VIa","Whiting",97.03622,97.03622,1.16133924013116,"2013"
"103",2009,"VIa","Skates and rays",81.602575,81.602575,1.57895150980223,"2009"
"104",2010,"VIb","Megrim",46.71135,46.71135,3.13695161882497,"2010"
"105",2008,"VIIk","Monkfish",123.447123,123.447123,3.49174341429073,"2008"
"106",2008,"VIIb","Saithe",44.292065,44.292065,0.808757905179957,"2008"
"107",2009,"VIa","Ling",85.373344,85.373344,1.46513152864201,"2009"
"108",2009,"VIIb","Cod",28.153124,28.153124,2.76764155906819,"2009"
"109",2009,"VIIc","Hake",37.421919,37.421919,2.3264886553965,"2009"
"110",2016,"VIIh","Haddock",67.954426,67.954426,1.5702122314054,"2016"
"111",2017,"VIa","Whiting",52.812452,52.812452,1.43638756253923,"2017"
"112",2014,"VIIb","Witch",32.39666,32.39666,1.70839216374378,"2014"
"113",2017,"VIIk","Hake",72.566978,72.566978,2.49462711538022,"2017"
"114",2017,"VIa","Saithe",124.169663,124.169663,1.24193784357941,"2017"
"115",2013,"VIIa","Megrim",13.371511,13.371511,2.64583207080754,"2013"
"116",2013,"VIIb","John dory",18.47018,18.47018,4.82071449596195,"2013"
"117",2013,"VIIb","Sole Black",29.923978,29.923978,8.93292095843759,"2013"
"118",2013,"VIIb","Brill",9.53577200000001,9.53577199999999,5.23590203289256,"2013"
"119",2011,"VIIa","Witch",28.1665,28.1665,1.63692781499013,"2011"
"120",2009,"VIIb","John dory",18.458637,18.458637,4.66506522664701,"2009"
"121",2010,"VIIc","Haddock",24.472231,24.472231,1.41043462200075,"2010"
"122",2008,"VIb","Whiting",23.05552,23.05552,1.72432094353109,"2008"
"123",2014,"VIIa","Witch",21.162694,21.162694,1.57638470452724,"2014"
"124",2014,"VIb","Witch",40.3383,40.3383,2.59954394045692,"2014"
"125",2015,"VIIk","Megrim",45.121469,45.121469,3.10445048905242,"2015"
"126",2013,"VIIb","Witch",35.207387,35.207387,1.73678933499714,"2013"
"127",2013,"VIIh","Hake",43.037619,43.037619,1.96170596955899,"2013"
"128",2016,"VIa","Witch",35.11427,35.11427,1.93477450626802,"2016"
"129",2016,"VIIh","Skates and rays",24.1161,24.1161,1.02587308395232,"2016"
"130",2017,"VIb","Skates and rays",44.761385,44.761385,1.87570173937988,"2017"
"131",2017,"VIa","John dory",8.137328,8.137328,6.81664128568984,"2017"
"132",2017,"VIIh","Skates and rays",32.070475,32.070475,1.2745213725868,"2017"
"133",2017,"VIIh","Ling",10.15284,10.15284,1.47987471978284,"2017"
"134",2008,"VIIb","Ling",32.295424,32.295424,1.46370220223566,"2008"
"135",2008,"VIIb","Squid",44.9546,44.9546,4.42097251566317,"2008"
"136",2010,"VIIc","Hake",41.847215,41.847215,1.88609110427062,"2010"
"137",2010,"VIIb","Cod",35.650815,35.650815,2.6982710448555,"2010"
"138",2010,"VIIb","Plaice",26.855444,26.855444,1.68344649971156,"2010"
"139",2009,"VIb","Ling",39.25712,39.25712,1.29964373341702,"2009"
"140",2008,"VIIb","Cod",16.983468,16.983468,2.74407904793061,"2008"
"141",2010,"VIIk","Megrim",19.961897,19.961897,1.90495579653577,"2010"
"142",2012,"VIIb","Sole Black",37.850016,37.850016,8.13277915126904,"2012"
"143",2011,"VIIh","Haddock",58.304279,58.304279,1.53730409427908,"2011"
"144",2013,"VIa","Witch",21.918041,21.918041,1.8238857221654,"2013"
"145",2011,"VIIh","Skates and rays",32.940404,32.940404,1.2307721249234,"2011"
"146",2012,"VIb","Witch",54.59424,54.59424,2.72482518302297,"2012"
"147",2012,"VIb","Lemon Sole",23.135805,23.135805,3.40625921596417,"2012"
"148",2017,"VIIe","Monkfish",11.121108,11.121108,3.32694775363444,"2017"
"149",2016,"VIIk","Witch",7.648665,7.648665,1.69688272397863,"2016"
"150",2017,"VIb","Lemon Sole",18.564,18.564,3.15094585697527,"2017"
"151",2016,"VIIk","Ling",12.062812,12.062812,1.38694608080113,"2016"
"152",2017,"VIIb","Witch",17.127819,17.127819,1.57460175223909,"2017"
"153",2016,"VIb","Whiting",9.405228,9.405228,1.66654333100697,"2016"
"154",2014,"VIIh","Witch",17.579088,17.579088,2.00838850115546,"2014"
"155",2015,"VIIc","Saithe",19.61768,19.61768,1.0741079631599,"2015"
"156",2013,"VIIb","Gurnard",24.11968,24.11968,1.14468973054369,"2013"
"157",2015,"VIIh","Skates and rays",24.56627,24.56627,1.00781853775365,"2015"
"158",2016,"VIb","Lemon Sole",21.3444,21.3444,3.16033994865164,"2016"
"159",2014,"VIIb","Lemon Sole",8.41659,8.41658999999999,2.26422351569935,"2014"
"160",2013,"VIIk","Megrim",18.821245,18.821245,2.17595794478088,"2013"
"161",2014,"VIIg","Dab",8.26284,8.26284,1.05501619297965,"2014"
"162",2014,"VIIh","John dory",16.044662,16.044662,4.51247253477206,"2014"
"163",2014,"VIIb","Gurnard",16.324344,16.324344,1.01831036685289,"2014"
"164",2011,"VIIh","Hake",27.941764,27.941764,2.04224305445903,"2011"
"165",2011,"VIb","Saithe",28.87654,28.87654,1.19828831351217,"2011"
"166",2013,"VIIh","Witch",17.103577,17.103577,2.24415079956666,"2013"
"167",2013,"VIa","John dory",19.977377,19.977377,5.37553213317244,"2013"
"168",2011,"VIIa","Lemon Sole",7.021541,7.021541,2.65773859328031,"2011"
"169",2011,"VIIh","Cod",29.220327,29.220327,2.08617731273673,"2011"
"170",2012,"VIa","Nephrops",28.46477,28.46477,5.54383231271498,"2012"
"171",2012,"VIa","Witch",20.45111,20.45111,1.94470349042179,"2012"
"172",2011,"VIIh","Ling",9.986166,9.986166,1.1558321635238,"2011"
"173",2009,"VIa","John dory",10.12141,10.12141,4.50646500833382,"2009"
"174",2009,"VIIb","Lemon Sole",9.35679600000001,9.356796,1.42168883697763,"2009"
"175",2010,"VIIb","Brill",19.40503,19.40503,5.22901541507536,"2010"
"176",2008,"VIIg","Squid",23.94235,23.94235,4.0052638943128,"2008"
"177",2008,"VIIa","Megrim",16.014926,16.014926,3.69673316897356,"2008"
"178",2008,"VIIk","Forkbeard",28.9624,28.9624,1.26853492311213,"2008"
"179",2009,"VIIj","Mix Boxes",30.37351,30.37351,1.63194006608609,"2009"
"180",2016,"VIa","Turbot",6.643775,6.643775,8.13593331468904,"2016"
"181",2017,"VIIg","Mullet",6.412294,6.412294,3.3915882521918,"2017"
"182",2017,"VIIk","Megrim",15.737608,15.737608,2.80531132812559,"2017"
"183",2017,"VIIk","Ling",6.2339,6.2339,1.56355285136734,"2017"
"184",2013,"VIIk","Witch",8.556956,8.556956,1.63952601836447,"2013"
"185",2013,"VIIk","Ling",10.73151,10.73151,1.1957541082677,"2013"
"186",2014,"VIb","Saithe",14.73496,14.73496,1.12831652394329,"2014"
"187",2016,"VIa","Mix Boxes",6.60703,6.60703,1.86976419465087,"2016"
"188",2015,"VIIk","Witch",10.476155,10.476155,1.85874516938705,"2015"
"189",2013,"VIIh","John dory",9.08929,9.08929,4.72259548590122,"2013"
"190",2015,"VIIh","John dory",13.059729,13.059729,5.87190763148133,"2015"
"191",2014,"VIIh","Pollack",5.275108,5.275108,1.83843409461948,"2014"
"192",2014,"VIb","Ling",8.090136,8.090136,1.35244584789493,"2014"
"193",2008,"VIIf","Megrim",11.214525,11.214525,4.71429536086621,"2008"
"194",2008,"VIIc","Ling",11.801888,11.801888,1.32236609696928,"2008"
"195",2010,"VIIb","Mix Boxes",12.225728,12.225728,2.06054167081093,"2010"
"196",2008,"VIIk","Megrim",9.886975,9.886975,3.13135997450007,"2008"
"197",2009,"VIIa","Hake",14.789256,14.789256,2.26068878580878,"2009"
"198",2010,"VIIa","Gurnard",8.95976,8.95976,1.14989407386724,"2010"
"199",2009,"VIIh","Megrim",10.056648,10.056648,2.26117374298076,"2009"
"200",2010,"VIIk","Ling",7.133344,7.133344,1.27730444515223,"2010"
"201",2012,"VIIa","Lemon Sole",7.259312,7.259312,2.70296856021794,"2012"
"202",2012,"VIIb","Brill",12.168194,12.168194,5.3857422884612,"2012"
"203",2012,"VIa","Sole Black",9.17852,9.17852,9.88960910909384,"2012"
"204",2013,"VIIc","Witch",6.642225,6.642225,2.21667174779535,"2013"
"205",2013,"VIa","Cod",13.296816,13.296816,2.68433300122375,"2013"
"206",2012,"VIa","John dory",14.360563,14.360563,5.28918437139187,"2012"
"207",2013,"VIa","Mix Boxes",4.888375,4.888375,1.64835246886747,"2013"
"208",2013,"VIb","Skates and rays",11.77005,11.77005,2.22122224173103,"2013"
"209",2013,"VIa","Brill",5.64925,5.64925,5.10974200115059,"2013"
"210",2011,"VIIc","Witch",4.79962,4.79962,2.18163134343374,"2011"
"211",2012,"VIa","Lemon Sole",5.169255,5.169255,2.45176567996742,"2012"
"212",2017,"VIIf","Cod",2.06856,2.06856,2.92153962176587,"2017"
"213",2017,"VIIe","Skates and rays",6.017702,6.017702,1.88275013570676,"2017"
"214",2017,"VIa","Forkbeard",2.69508,2.69508,1.04684462056785,"2017"
"215",2017,"VIIIc","Swordfish",7.78633,7.78633,4.42730316123558,"2017"
"216",2017,"VIIe","Turbot",3.359407,3.359407,9.06408389224362,"2017"
"217",2017,"VIIk","Witch",4.72124,4.72124,1.49153506282248,"2017"
"218",2017,"VIIc","Witch",5.153124,5.153124,2.42156810536105,"2017"
"219",2014,"VIb","Whiting",6.14688,6.14688,1.21907211463377,"2014"
"220",2015,"VIa","Forkbeard",5.20786,5.20786,0.954516826489191,"2015"
"221",2015,"VIIh","Sole Black",3.28936,3.28936,9.03642957900625,"2015"
"222",2015,"VIIc","Forkbeard",4.88148,4.88148,1.09875003349737,"2015"
"223",2015,"VIb","Cod",5.06915,5.06915,2.7347837358056,"2015"
"224",2017,"VIa","Brill",6.69575,6.69575,4.95152148751073,"2017"
"225",2016,"VIIb","Forkbeard",5.30025,5.30025,1.26944389415594,"2016"
"226",2015,"VIIc","Haddock",5.352361,5.352361,1.79833028448256,"2015"
"227",2014,"VIa","Forkbeard",3.49347,3.49347,0.928664050356809,"2014"
"228",2013,"VIIf","Megrim",5.51094,5.51094,3.15750126112787,"2013"
"229",2013,"IIb","Wolffish",5.93186,5.93186,1.27118644067797,"2013"
"230",2011,"VIIj","Gurnard",3.84012,3.84012,0.958071509294621,"2011"
"231",2010,"VIIh","Witch",4.396245,4.396245,1.79718873720641,"2010"
"232",2012,"VIIh","Witch",7.033418,7.033418,1.97537366137867,"2012"
"233",2012,"VIIc","John dory",4.57599,4.57599,3.72812003522735,"2012"
"234",2013,"VIIb","Lemon Sole",7.150425,7.150425,2.14543820821839,"2013"
"235",2011,"VIIa","John dory",3.210895,3.210895,4.68616849819131,"2011"
"236",2012,"VIa","Mix Boxes",3.0366,3.0366,1.86287953632352,"2012"
"237",2008,"VIIc","Pollack",6.113706,6.113706,2.35933098516677,"2008"
"238",2008,"VIIf","Lemon Sole",4.903912,4.903912,3.23849812629782,"2008"
"239",2008,"VIIb","Lemon Sole",6.561776,6.561776,2.34051817678628,"2008"
"240",2010,"VIIc","Saithe",7.26762,7.26762,1.11226508815816,"2010"
"241",2009,"VIIj","Forkbeard",4.53356,4.53356,0.824026629550875,"2009"
"242",2009,"VIIk","Witch",2.792895,2.792895,1.48181541273226,"2009"
"243",2008,"VIIa","John dory",2.849716,2.849716,5.66551508992475,"2008"
"244",2008,"VIIc","Turbot",2.2449,2.2449,8.38432446879594,"2008"
"245",2008,"VIIh","Skates and rays",2.239825,2.239825,1.18924469545612,"2008"
"246",2010,"VIIh","Sole Black",2.801715,2.801715,10.9586364066295,"2010"
"247",2010,"VIb","Whiting",1.52428,1.52428,1.711136478279,"2010"
"248",2008,"VIIk","Turbot",2.4843,2.4843,5.52522239665097,"2008"
"249",2009,"VIIf","Lemon Sole",2.155296,2.155296,2.38855359078289,"2009"
"250",2009,"VIIg","Dab",3.04605,3.04605,0.973664253705619,"2009"
"251",2008,"VIIh","Haddock",1.84643,1.84643,1.98492496330757,"2008"
"252",2008,"VIb","Tusk",2.031202,2.031202,0.872837856599196,"2008"
"253",2013,"VIa","Bluemouth",3.1714,3.1714,2.23044712114524,"2013"
"254",2013,"VIIc","Haddock",2.972815,2.972815,1.44005875549968,"2013"
"255",2012,"VIIj","Gurnard",2.53384,2.53384,2.00291302265863,"2012"
"256",2010,"VIIh","John dory",2.005185,2.005185,4.33435853264697,"2010"
"257",2010,"VIIh","Ling",2.478168,2.478168,1.14732817457974,"2010"
"258",2012,"VIIa","Flounder",2.15784,2.15784,0.93473102732362,"2012"
"259",2012,"VIIh","Lemon Sole",1.878975,1.878975,3.58541492036882,"2012"
"260",2013,"VIIc","Ling",3.61302,3.61302,1.19490308297272,"2013"
"261",2012,"VIIb","Forkbeard",3.97526,3.97526,1.01991998007677,"2012"
"262",2012,"VIIc","Turbot",2.45795,2.45795,7.33805406944812,"2012"
"263",2012,"VIIc","Whiting",2.26015,2.26015,1.54690042696281,"2012"
"264",2015,"VIIf","Cod",3.4866,3.4866,2.54432111512648,"2015"
"265",2014,"VIIb","Bluemouth",2.3349,2.3349,2.90531286136451,"2014"
"266",2014,"VIIh","Mix Boxes",1.872864,1.872864,1.60669648196559,"2014"
"267",2016,"VIIf","Megrim",2.270244,2.270244,3.21116452680857,"2016"
"268",2015,"VIIh","Whiting",3.71464,3.71464,1.0588513095674,"2015"
"269",2016,"VIIh","Whiting",2.377123,2.377123,1.4870495973494,"2016"
"270",2016,"VIIj","Swordfish",3.95387,3.95387,7.28082433293537,"2016"
"271",2016,"VIIh","Pollack",2.943275,2.943275,2.18548990495282,"2016"
"272",2015,"IIb","Haddock",3.41523,3.41523,1.66610886722968,"2015"
"273",2014,"VIIk","Haddock",1.60056,1.60056,1.59770955165692,"2014"
"274",2015,"VIIf","Haddock",3.67114,3.67114,1.81501658885251,"2015"
"275",2014,"VIIa","Gurnard",1.29437,1.29437,1.30658127119757,"2014"
"276",2014,"VIIh","Sole Black",2.595136,2.595136,9.19178594701187,"2014"
"277",2016,"VIIf","Cod",1.615162,1.615162,2.3424830450444,"2016"
"278",2017,"VIIk","Haddock",3.578546,3.578546,1.25823169521923,"2017"
"279",2017,"VIIId","Swordfish",2.16672,2.16672,6.69979558091543,"2017"
"280",2017,"VIIb","Forkbeard",3.07248,3.07248,1.28032729261053,"2017"
"281",2016,"VIIc","John dory",1.083302,1.083302,5.23082322070592,"2016"
"282",2017,"VIIe","Plaice",1.078239,1.078239,1.68770866199423,"2017"
"283",2017,"VIIg","Sand Sole",1.342147,1.342147,3.96075690665776,"2017"
"284",2013,"VIIh","Plaice",1.06358,1.06358,2.54687705673292,"2013"
"285",2016,"VIb","Wolffish",1.00683,1.00683,2.11629073428483,"2016"
"286",2016,"VIIh","Turbot",1.840879,1.840879,9.23769416675403,"2016"
"287",2014,"VIIf","Monkfish",1.42008,1.42008,3.00079572981804,"2014"
"288",2015,"VIIf","Monkfish",1.6348,1.6348,3.3739074175152,"2015"
"289",2015,"VIIf","Lemon Sole",1.7157,1.7157,3.08968351110334,"2015"
"290",2015,"VIIf","Ling",1.79664,1.79664,1.31575051206697,"2015"
"291",2012,"VIIk","Forkbeard",1.34468,1.34468,1.03275128655145,"2012"
"292",2012,"VIa","Turbot",1.722745,1.722745,7.96375551808306,"2012"
"293",2011,"VIa","Forkbeard",1.38768,1.38768,1.0458390983512,"2011"
"294",2012,"VIa","Brill",1.82684,1.82684,4.94465853605132,"2012"
"295",2013,"VIIg","Flounder",1.68156,1.68156,0.869430766669045,"2013"
"296",2013,"VIIc","Forkbeard",1.47252,1.47252,0.880080363984968,"2013"
"297",2011,"VIIh","Sole Black",1.70973,1.70973,9.61846921266158,"2011"
"298",2010,"VIIf","Lemon Sole",1.898208,1.898208,2.8057093848514,"2010"
"299",2011,"VIa","Tusk",1.01042,1.01042,1.00214762178104,"2011"
"300",2012,"VIa","Tusk",1.13316,1.13316,1.02005012531328,"2012"
"301",2008,"VIIg","Sand Sole",0.92884,0.92884,2.23635932991689,"2008"
"302",2008,"VIIk","Whiting",1.7374,1.7374,1.4556233452285,"2008"
"303",2008,"VIIf","John dory",1.51646,1.51646,5.62230237966492,"2008"
"304",2008,"VIIk","John dory",1.293511,1.293511,7.508880867654,"2008"
"305",2008,"VIIf","Witch",1.56135,1.56135,2.6082492714638,"2008"
"306",2009,"VIb","Hake",1.99472,1.99472,2.54894421272158,"2009"
"307",2009,"VIa","Brill",1.58025,1.58025,4.4255592469546,"2009"
"308",2008,"VIIk","Lemon Sole",0.648232,0.648232,3.48375273050389,"2008"
"309",2009,"VIIc","Turbot",0.8337,0.8337,7.03360921194674,"2009"
"310",2010,"VIIa","Flounder",0.8043,0.8043,0.623038667163993,"2010"
"311",2009,"VIIh","Witch",0.62055,0.62055,1.9840786399162,"2009"
"312",2008,"VIb","Mix Boxes",0.75705,0.75705,0.952380952380952,"2008"
"313",2008,"VIIf","Mix Boxes",0.5607,0.5607,1.47779561262707,"2008"
"314",2009,"VIIc","Forkbeard",0.654259,0.654259,0.859629688207562,"2009"
"315",2009,"VIIf","Ling",0.89488,0.89488,1.21407339531557,"2009"
"316",2012,"VIIb","Tusk",0.95532,0.95532,0.929636142863124,"2012"
"317",2010,"VIIj","Scabbardfish",0.58412,0.58412,0.939875368075053,"2010"
"318",2012,"VIa","Forkbeard",0.81736,0.81736,1.30663404130371,"2012"
"319",2012,"VIIk","John dory",0.56161,0.56161,3.02512419650647,"2012"
"320",2013,"VIIh","Turbot",0.692477,0.692477,9.85324488977751,"2013"
"321",2013,"VIIc","Cod",0.630337,0.630337,2.36567026844371,"2013"
"322",2011,"VIIj","Scabbardfish",0.88632,0.88632,0.986099828504378,"2011"
"323",2013,"VIIa","John dory",0.932542,0.932542,4.54019036139927,"2013"
"324",2015,"VIIc","Turbot",0.68016,0.68016,9.44213126323218,"2015"
"325",2014,"VIIc","John dory",0.74467,0.74467,5.07197819168222,"2014"
"326",2017,"VIIe","Whiting",0.7964,0.7964,1.3194136518803,"2017"
"327",2017,"VIIe","Sole Black",0.324824,0.324824,10.364523117574,"2017"
"328",2015,"VIIc","Mix Boxes",0.39165,0.39165,1.20310651517086,"2015"
"329",2017,"VIb","Hake",0.38406,0.38406,4.17460813414571,"2017"
"330",2016,"VIIc","Forkbeard",0.41292,0.41292,1.32162066795372,"2016"
"331",2015,"VIIe","Monkfish",0.463076,0.463076,3.32306552607147,"2015"
"332",2014,"VIb","Tusk",0.2622,0.2622,0.847559115179252,"2014"
"333",2014,"VIIf","Haddock",0.45513,0.45513,1.57297914881462,"2014"
"334",2012,"IIb","G/land Halibut",0.37116,0.37116,4.5,"2012"
"335",2011,"VIIh","Turbot",0.393817,0.393817,9.8322139470871,"2011"
"336",2012,"VIIk","Turbot",0.46216,0.46216,6.05785875021637,"2012"
"337",2010,"VIIk","Skates and rays",0.4209,0.4209,1.44542646709432,"2010"
"338",2010,"VIIc","Tusk",0.35708,0.35708,0.435728688249132,"2010"
"339",2010,"VIIf","Pollack",0.18696,0.18696,2.00829054343175,"2010"
"340",2008,"VIIc","Cod",0.47592,0.47592,2.79584804168768,"2008"
"341",2008,"VIIc","Sole Black",0.41244,0.41244,10.218795461158,"2008"
"342",2009,"VIIh","Skates and rays",0.3243,0.3243,1.16179463459759,"2009"
"343",2008,"VIIb","Pouting",0.2744,0.2744,0.892857142857143,"2008"
"344",2008,"VIIh","Turbot",0.17535,0.17535,11.1741659538067,"2008"
"345",2008,"VIIk","Brill",0.21315,0.21315,6.88341543513957,"2008"
"346",2008,"VIIh","Pollack",0.16302,0.16302,1.90350877192982,"2008"
"347",2016,"VIb","Turbot",0.243877,0.243877,8.67116533740707,"2016"
